39,77516, Bachelors, White, Male,40, United-States
32,62272, HS-grad, White, Female,40, United-States
38,189916, Some-college, White, Female,40, United-States
18,324011, 9th, White, Male,20, United-States
35,105803, Some-college, White, Male,50, United-States
67,53588, HS-grad, White, Female,40, United-States
29,107998, HS-grad, White, Female,40, United-States
19,340567, 1st-4th, White, Male,55, Mexico
39,167777, 11th, White, Male,35, United-States
29,228860, Some-college, White, Male,50, United-States
45,40666, Prof-school, White, Male,55, United-States
44,277488, Some-college, White, Male,40, United-States
42,195897, 7th-8th, White, Male,40, United-States
34,242984, Bachelors, White, Male,40, United-States
52,236497, Bachelors, White, Male,40, United-States
18,312634, 11th, White, Male,25, United-States
64,59829, HS-grad, White, Male,25, France
30,24292, Bachelors, White, Male,45, United-States
43,180407, Bachelors, White, Male,42, Germany
49,121238, Some-college, White, Male,40, United-States
35,281982, Some-college, White, Male,40, United-States
37,348739, Prof-school, White, Male,50, United-States
49,194189, 7th-8th, White, Male,40, United-States
19,329130, 11th, White, Female,40, United-States
22,205939, Bachelors, White, Male,4, United-States
31,62165, HS-grad, Black, Male,40, United-States
26,224361, Some-college, White, Male,40, United-States
44,34722, Some-college, White, Male,55, United-States
38,175972, Some-college, White, Female,40, United-States
33,359428, HS-grad, White, Male,60, United-States
24,138504, HS-grad, Black, Female,37, United-States
18,268952, 12th, White, Male,20, United-States
32,257978, Assoc-voc, Black, Female,40, United-States
27,118799, HS-grad, White, Female,40, United-States
28,78356, Masters, Black, Male,40, Jamaica
30,609789, Assoc-voc, White, Male,40, United-States
33,123157, HS-grad, Black, Male,38, United-States
74,84197, Masters, White, Female,10, United-States
36,162312, HS-grad, Asian-Pac-Islander, Male,70, South
36,138441, Assoc-acdm, White, Male,55, United-States
29,239753, HS-grad, White, Female,20, United-States
39,262158, Bachelors, White, Female,45, United-States
25,133373, Bachelors, White, Male,80, United-States
21,57916, HS-grad, White, Male,40, United-States
39,142897, Assoc-voc, White, Female,50, United-States
38,161016, Some-college, White, Female,32, United-States
20,227491, HS-grad, Asian-Pac-Islander, Female,25, United-States
51,306790, HS-grad, White, Male,40, United-States
21,33831, HS-grad, White, Female,40, United-States
36,188972, Some-college, White, Female,40, United-States
50,313546, HS-grad, Black, Female,40, United-States
38,220585, HS-grad, White, Male,55, United-States
25,476599, Bachelors, White, Female,40, United-States
23,163665, Some-college, White, Female,15, United-States
36,306646, Bachelors, White, Male,55, United-States
41,206470, Bachelors, White, Male,40, Germany
34,169583, Masters, White, Female,50, United-States
19,127085, Some-college, White, Male,10, United-States
18,152044, 10th, White, Female,3, United-States
36,111387, 10th, White, Male,40, United-States
46,102318, Some-college, White, Male,40, United-States
29,213692, Some-college, White, Male,45, United-States
23,163665, HS-grad, White, Female,32, United-States
35,30529, HS-grad, White, Male,40, United-States
35,290226, HS-grad, White, Male,40, United-States
40,182136, HS-grad, White, Male,40, United-States
22,73266, Some-college, Asian-Pac-Islander, Male,40, United-States
19,60412, Some-college, White, Female,15, United-States
70,187891, 11th, White, Male,40, United-States
38,194304, Some-college, Black, Male,55, United-States
35,160910, Some-college, White, Male,50, United-States
25,148300, Some-college, White, Female,35, United-States
39,165743, Some-college, White, Male,45, United-States
50,123174, Doctorate, Black, Male,37, NA
43,184018, Assoc-acdm, White, Male,50, United-States
37,188069, Some-college, White, Male,40, Philippines
51,138852, HS-grad, White, Male,40, El-Salvador
29,78529, 10th, White, Female,12, United-States
20,164441, HS-grad, Black, Male,40, United-States
21,199419, Some-college, White, Female,40, United-States
47,181342, HS-grad, Black, Female,40, United-States
44,173382, Assoc-acdm, White, Female,40, United-States
17,184924, 9th, White, Male,15, United-States
25,215384, 11th, White, Male,40, United-States
43,424094, Doctorate, White, Female,40, United-States
46,212120, Assoc-voc, White, Male,40, United-States
42,185764, Some-college, White, Male,60, United-States
46,133969, Masters, Amer-Indian-Eskimo, Male,40, United-States
22,32616, Some-college, White, Female,30, United-States
49,149210, HS-grad, Black, Male,40, United-States
21,161210, HS-grad, White, Male,50, United-States
53,285621, Masters, White, Female,40, United-States
43,282069, Some-college, White, Male,42, United-States
22,97508, HS-grad, White, Male,50, United-States
33,356823, Bachelors, White, Female,45, United-States
28,171133, Assoc-voc, White, Female,40, United-States
25,231638, Some-college, White, Female,24, United-States
40,191342, Bachelors, Asian-Pac-Islander, Male,40, China
50,226497, Some-college, White, Male,45, United-States
48,373606, Some-college, White, Male,65, United-States
30,39150, HS-grad, White, Male,40, United-States
33,288840, HS-grad, Black, Female,38, United-States
34,293703, Some-college, Asian-Pac-Islander, Male,40, Philippines
42,79586, Bachelors, Asian-Pac-Islander, Male,40, United-States
48,82098, Some-college, Asian-Pac-Islander, Male,65, United-States
38,245372, Bachelors, White, Male,45, United-States
29,78261, HS-grad, White, Male,40, United-States
33,355996, 10th, White, Male,40, United-States
64,218490, Bachelors, White, Male,55, United-States
44,110908, Assoc-voc, White, Female,25, United-States
42,34218, Bachelors, White, Male,50, United-States
49,248895, HS-grad, White, Male,45, United-States
25,363707, HS-grad, White, Male,40, United-States
33,272411, Bachelors, White, Female,40, United-States
38,128033, Some-college, White, Male,60, United-States
20,177287, HS-grad, White, Female,38, United-States
44,197344, HS-grad, White, Male,50, United-States
45,285858, Bachelors, White, Male,40, United-States
27,193868, HS-grad, White, Male,50, United-States
18,232082, HS-grad, White, Male,40, United-States
38,27408, HS-grad, White, Male,50, United-States
45,247043, 11th, White, Male,42, United-States
27,162404, HS-grad, Black, Male,40, United-States
64,236341, 5th-6th, Black, Female,16, United-States
66,179285, HS-grad, White, Male,20, United-States
34,30433, Bachelors, White, Female,35, United-States
45,102771, Bachelors, White, Male,40, United-States
42,221172, HS-grad, White, Male,40, United-States
32,108116, Bachelors, White, Male,60, United-States
26,375499, 10th, Black, Male,20, United-States
27,178688, Assoc-voc, White, Male,40, United-States
21,276709, Some-college, White, Female,40, United-States
23,238087, Some-college, White, Male,30, United-States
47,84790, Some-college, White, Male,40, United-States
20,37482, Some-college, White, Female,40, United-States
46,178686, Bachelors, White, Male,38, United-States
35,153926, HS-grad, Black, Female,40, United-States
55,110748, Bachelors, White, Male,40, United-States
28,116613, Some-college, White, Female,24, United-States
21,108687, Some-college, White, Female,40, United-States
36,365739, HS-grad, White, Male,40, United-States
29,195284, Doctorate, White, Female,60, United-States
38,125933, Bachelors, White, Male,40, NA
37,140854, Bachelors, White, Male,50, United-States
81,193237, 1st-4th, White, Male,45, Mexico
41,46870, Some-college, White, Female,40, United-States
29,351324, Bachelors, White, Female,40, United-States
30,189265, Assoc-acdm, White, Female,40, United-States
25,236564, HS-grad, White, Male,40, United-States
42,557644, HS-grad, White, Female,40, United-States
30,374454, HS-grad, Black, Male,40, United-States
65,160654, HS-grad, White, Male,20, United-States
18,122775, HS-grad, White, Male,35, United-States
26,214413, 11th, White, Male,48, United-States
30,329425, Some-college, White, Male,48, United-States
61,178312, Assoc-acdm, White, Male,42, United-States
21,241951, HS-grad, White, Male,45, United-States
53,130143, HS-grad, White, Male,48, United-States
41,114580, Prof-school, White, Female,55, United-States
43,130126, Some-college, White, Male,45, United-States
60,399387, 7th-8th, Black, Female,15, United-States
47,163814, 10th, White, Male,40, United-States
48,69586, Some-college, Black, Male,40, United-States
32,237903, Bachelors, White, Female,40, United-States
25,219897, Masters, White, Female,35, Canada
31,243165, Bachelors, White, Male,40, United-States
33,173806, Masters, White, Male,30, United-States
27,65308, HS-grad, White, Male,50, United-States
44,408531, HS-grad, White, Female,40, United-States
44,235786, Some-college, White, Male,45, United-States
37,314963, Some-college, White, Male,40, United-States
34,81206, HS-grad, Black, Male,40, United-States
51,293196, Some-college, White, Male,40, United-States
51,95329, Masters, White, Male,40, United-States
25,45474, Bachelors, White, Male,60, United-States
25,372728, Bachelors, Black, Female,24, Jamaica
29,116394, Bachelors, White, Male,50, United-States
36,34180, HS-grad, White, Male,70, United-States
55,327589, HS-grad, White, Female,40, United-States
39,706180, Bachelors, White, Female,40, United-States
31,32550, 10th, White, Male,40, United-States
31,173858, Prof-school, Asian-Pac-Islander, Male,40, India
51,230095, Assoc-voc, White, Female,40, United-States
30,139012, Assoc-voc, Asian-Pac-Islander, Male,40, Vietnam
62,174711, HS-grad, White, Female,32, United-States
37,171150, Bachelors, White, Male,60, United-States
30,77689, Bachelors, White, Male,50, United-States
27,193898, Bachelors, White, Male,52, United-States
32,195000, Bachelors, White, Male,45, United-States
23,303121, Some-college, White, Male,30, United-States
35,188540, 9th, White, Male,50, United-States
46,158656, Assoc-acdm, White, Female,36, United-States
45,204196, Bachelors, White, Male,50, United-States
27,183802, HS-grad, White, Male,40, United-States
46,148995, HS-grad, White, Male,40, United-States
22,190903, 11th, White, Female,20, United-States
37,173780, Some-college, White, Female,30, United-States
42,251239, Some-college, White, Male,40, Puerto-Rico
45,112761, HS-grad, White, Female,40, United-States
33,425785, Assoc-voc, White, Male,40, United-States
46,197731, Assoc-voc, White, Male,40, United-States
24,119156, HS-grad, White, Male,50, United-States
56,133819, HS-grad, White, Female,40, United-States
34,185556, Some-college, White, Female,12, United-States
50,109277, HS-grad, White, Male,40, United-States
48,36020, Bachelors, White, Male,50, United-States
45,45857, 11th, White, Female,36, United-States
55,184882, Assoc-voc, White, Male,50, United-States
41,342834, Some-college, White, Female,40, United-States
66,234743, Some-college, White, Male,24, United-States
29,106179, Some-college, White, Female,40, United-States
37,177895, Some-college, White, Female,40, United-States
63,257876, Prof-school, White, Male,40, United-States
61,86067, Assoc-acdm, White, Male,40, United-States
64,66634, Bachelors, White, Male,50, United-States
35,138441, HS-grad, White, Male,35, United-States
22,279802, Some-college, White, Female,40, United-States
58,407138, 7th-8th, White, Male,50, Mexico
58,31732, Some-college, White, Male,45, United-States
24,204172, HS-grad, White, Female,48, United-States
34,100593, Some-college, White, Female,6, United-States
33,162623, Masters, White, Female,50, United-States
33,80933, HS-grad, White, Male,60, United-States
17,47425, 11th, White, Female,15, United-States
27,107812, Bachelors, White, Male,40, United-States
20,104443, Some-college, White, Female,20, United-States
52,117496, Bachelors, White, Female,40, United-States
30,209691, 7th-8th, White, Male,40, United-States
22,314525, Bachelors, White, Male,40, United-States
20,190772, Assoc-acdm, White, Female,40, United-States
64,199298, 5th-6th, White, Female,45, NA
49,187370, Masters, White, Male,50, United-States
38,216129, Bachelors, Black, Female,60, NA
46,219293, HS-grad, Black, Male,80, United-States
17,136363, 10th, White, Male,20, United-States
45,233799, 1st-4th, White, Male,40, Mexico
27,207611, Bachelors, White, Female,40, United-States
45,178344, Assoc-voc, White, Female,30, United-States
26,187652, HS-grad, White, Male,78, United-States
23,188545, Assoc-acdm, White, Female,20, United-States
44,58124, Bachelors, White, Male,45, United-States
36,321733, Bachelors, White, Male,40, United-States
35,206253, 9th, White, Female,40, United-States
24,152140, HS-grad, White, Female,40, United-States
56,76281, Bachelors, White, Female,40, United-States
47,606752, Masters, White, Male,40, United-States
32,29933, Bachelors, White, Male,50, United-States
29,114158, Bachelors, White, Female,10, United-States
55,227203, Assoc-acdm, White, Female,5, United-States
35,65624, Bachelors, White, Male,50, United-States
37,34146, HS-grad, White, Male,68, United-States
36,34378, Assoc-voc, White, Male,75, United-States
33,141490, HS-grad, White, Female,45, United-States
34,199227, HS-grad, White, Male,50, United-States
24,224954, Some-college, White, Male,40, United-States
25,231357, HS-grad, White, Female,40, United-States
31,113530, HS-grad, White, Male,45, United-States
38,22245, Assoc-voc, White, Male,40, United-States
30,36383, Bachelors, White, Male,40, Mexico
35,320305, HS-grad, White, Male,32, United-States
67,201657, Bachelors, White, Female,60, United-States
34,48935, Bachelors, White, Female,40, United-States
46,101455, HS-grad, White, Female,40, United-States
19,243960, Some-college, White, Female,16, United-States
26,90915, Assoc-acdm, Black, Female,15, United-States
28,315287, Some-college, Black, Male,40, United-States
47,106255, Some-college, White, Male,40, United-States
49,215895, Masters, White, Male,40, Italy
33,170979, Prof-school, White, Male,40, United-States
44,210525, Bachelors, White, Male,40, United-States
30,195488, HS-grad, White, Female,40, Guatemala
18,152246, Some-college, Asian-Pac-Islander, Male,16, United-States
60,187794, HS-grad, White, Male,60, United-States
44,110396, Masters, White, Male,56, United-States
81,89391, Prof-school, White, Male,24, United-States
43,254817, Some-college, White, Female,40, United-States
35,41777, 12th, White, Male,20, United-States
58,234841, HS-grad, White, Male,72, United-States
32,79586, Bachelors, Asian-Pac-Islander, Male,40, India
40,115331, HS-grad, White, Male,35, United-States
32,63564, HS-grad, Black, Female,40, United-States
21,132053, Some-college, White, Female,35, United-States
44,370502, HS-grad, White, Male,25, Mexico
33,59083, Bachelors, White, Male,45, United-States
25,69413, Some-college, White, Female,40, United-States
42,32981, HS-grad, White, Male,40, United-States
27,176683, HS-grad, White, Male,40, United-States
62,144116, 10th, White, Male,40, United-States
31,209213, HS-grad, Black, Male,40, NA
33,150657, Bachelors, Black, Female,40, United-States
50,124793, Some-college, White, Male,55, United-States
50,22211, Masters, White, Male,50, United-States
46,270565, Assoc-voc, White, Male,60, United-States
22,38251, Assoc-acdm, White, Female,35, United-States
66,162945, Prof-school, Black, Male,55, United-States
52,195638, HS-grad, White, Female,45, United-States
57,118806, 1st-4th, White, Female,45, Columbia
41,44006, Assoc-voc, White, Male,40, United-States
42,119679, HS-grad, White, Male,42, United-States
19,333953, 12th, White, Female,30, United-States
45,172111, Bachelors, Black, Female,60, United-States
51,32372, 12th, White, Male,99, United-States
69,117525, Assoc-acdm, White, Female,1, United-States
45,123681, Bachelors, White, Male,30, United-States
48,317360, Some-college, White, Female,50, United-States
60,119832, Some-college, White, Male,40, United-States
42,135056, HS-grad, White, Female,40, United-States
19,135162, Some-college, White, Female,10, United-States
39,194004, HS-grad, White, Male,70, United-States
46,177633, HS-grad, White, Male,50, United-States
58,212864, HS-grad, White, Male,40, United-States
36,30509, Some-college, White, Female,45, United-States
21,118712, HS-grad, White, Male,35, United-States
41,199018, Prof-school, White, Male,40, United-States
17,151799, 11th, White, Female,20, United-States
29,181280, HS-grad, White, Male,40, United-States
52,232024, Some-college, White, Female,60, United-States
33,226267, Assoc-acdm, White, Male,40, Mexico
38,240467, Masters, Black, Female,35, United-States
42,154374, Bachelors, White, Male,40, United-States
24,231473, Assoc-acdm, White, Male,30, United-States
59,158813, Some-college, White, Male,60, United-States
36,346478, Bachelors, White, Male,45, United-States
54,215990, Some-college, White, Male,40, United-States
39,177154, Bachelors, White, Male,50, United-States
42,238188, HS-grad, White, Male,96, United-States
54,156800, Bachelors, White, Male,50, United-States
26,130620, Assoc-acdm, Asian-Pac-Islander, Female,40, NA
50,175339, HS-grad, White, Male,40, United-States
42,37937, Assoc-voc, White, Male,45, United-States
48,166634, Bachelors, White, Female,40, United-States
31,221167, Bachelors, White, Female,30, United-States
56,179641, HS-grad, White, Female,45, United-States
28,213195, Assoc-acdm, White, Female,40, United-States
34,157747, HS-grad, White, Male,45, United-States
28,227840, HS-grad, White, Female,40, United-States
41,169104, Bachelors, Asian-Pac-Islander, Male,40, NA
44,186916, Some-college, White, Male,60, United-States
34,37646, Assoc-acdm, White, Male,65, United-States
26,157028, Masters, White, Male,55, United-States
37,188774, Bachelors, White, Male,40, United-States
64,146272, Some-college, White, Male,15, United-States
25,182656, Assoc-voc, White, Female,40, United-States
48,200471, Some-college, White, Male,40, United-States
47,358465, Some-college, White, Female,40, United-States
17,78602, 11th, White, Female,20, United-States
44,213416, 5th-6th, White, Male,40, Mexico
46,345911, Some-college, White, Female,40, United-States
32,119522, Bachelors, White, Male,50, United-States
42,126320, Some-college, Black, Male,40, United-States
33,235271, Bachelors, White, Male,50, United-States
61,141745, HS-grad, Black, Female,40, United-States
47,359461, Bachelors, White, Male,40, United-States
35,109351, Bachelors, White, Female,45, United-States
62,148113, 10th, Black, Male,40, United-States
62,75478, Bachelors, White, Male,40, United-States
38,100375, Prof-school, White, Male,60, United-States
19,28455, Some-college, White, Female,40, United-States
33,231413, Bachelors, White, Male,40, United-States
39,119421, Bachelors, White, Female,42, United-States
17,206998, 11th, White, Male,10, United-States
58,183810, Some-college, White, Male,40, United-States
35,187053, Bachelors, White, Female,50, United-States
34,155781, HS-grad, White, Male,50, United-States
55,193895, 7th-8th, White, Female,40, United-States
32,48520, Some-college, White, Male,40, United-States
19,170125, HS-grad, White, Male,40, United-States
41,107584, HS-grad, White, Male,40, United-States
24,196742, HS-grad, White, Female,40, United-States
52,244214, HS-grad, White, Male,35, United-States
48,127921, Bachelors, White, Male,40, United-States
32,42617, Some-college, White, Female,30, United-States
47,191389, HS-grad, White, Female,35, United-States
38,187983, Prof-school, White, Female,40, United-States
18,215110, HS-grad, Black, Male,40, United-States
25,230292, HS-grad, White, Male,40, United-States
36,90159, Bachelors, White, Female,32, United-States
40,175398, Assoc-voc, White, Female,20, United-States
56,53366, 11th, White, Male,20, United-States
50,46155, Assoc-voc, White, Female,40, United-States
55,61708, HS-grad, White, Male,50, United-States
32,112650, HS-grad, White, Male,40, United-States
41,173682, Assoc-voc, White, Male,43, United-States
28,160981, Some-college, White, Female,52, United-States
53,72257, Some-college, White, Male,55, United-States
26,182332, Assoc-voc, White, Female,40, United-States
60,48788, Bachelors, White, Female,55, United-States
21,417668, Some-college, White, Male,20, United-States
29,107458, HS-grad, White, Male,40, United-States
73,147551, Some-college, White, Male,50, United-States
43,33729, Bachelors, White, Male,45, United-States
45,101977, Some-college, White, Male,45, United-States
35,374716, 9th, White, Female,35, United-States
36,214378, HS-grad, White, Female,40, United-States
25,111243, HS-grad, White, Female,50, United-States
38,252947, Some-college, Black, Male,40, United-States
30,118500, Some-college, White, Female,40, United-States
49,195612, Some-college, White, Male,40, United-States
41,174575, HS-grad, White, Male,40, United-States
27,190391, Some-college, White, Male,40, United-States
64,166715, Some-college, White, Male,20, United-States
41,142725, HS-grad, White, Male,45, United-States
37,73471, Bachelors, White, Male,47, United-States
51,241745, 5th-6th, White, Female,40, Mexico
35,316141, Some-college, White, Female,40, United-States
61,248595, 1st-4th, White, Male,40, Mexico
52,90189, 7th-8th, Black, Female,16, United-States
40,205195, Assoc-acdm, White, Male,60, United-States
20,148940, HS-grad, White, Male,40, United-States
52,298035, Masters, White, Male,40, United-States
50,154728, Some-college, White, Male,40, United-States
49,166809, Bachelors, White, Female,40, United-States
36,97136, Bachelors, Black, Female,40, United-States
33,347623, Masters, White, Male,40, United-States
40,117917, HS-grad, Amer-Indian-Eskimo, Male,50, United-States
45,266860, Bachelors, White, Male,50, United-States
22,71864, Some-college, White, Female,35, United-States
47,158451, Masters, White, Female,2, United-States
24,229826, HS-grad, White, Male,30, United-States
19,121788, Some-college, White, Female,30, United-States
40,151365, HS-grad, White, Female,40, United-States
40,360884, Some-college, White, Female,50, United-States
54,36480, HS-grad, White, Male,50, United-States
43,116666, Prof-school, Other, Male,35, United-States
63,214143, Bachelors, White, Male,40, Cuba
18,45316, 11th, White, Female,20, United-States
19,311974, 1st-4th, White, Male,40, Mexico
49,48495, HS-grad, White, Male,45, United-States
27,115945, Masters, White, Male,45, United-States
49,170846, Masters, White, Female,40, United-States
60,142922, HS-grad, White, Male,50, United-States
71,181301, HS-grad, White, Male,40, United-States
34,286675, HS-grad, White, Male,40, United-States
29,233168, Bachelors, White, Female,46, United-States
30,177304, Some-college, White, Male,44, United-States
46,336984, HS-grad, White, Male,17, United-States
32,379412, Assoc-voc, White, Male,40, United-States
25,180778, HS-grad, White, Male,75, United-States
25,141876, Masters, White, Male,45, NA
22,228306, Some-college, White, Female,40, United-States
32,329993, Some-college, White, Male,50, United-States
40,247469, Doctorate, White, Female,30, United-States
51,673764, Masters, White, Male,40, United-States
20,155775, HS-grad, White, Male,30, United-States
34,81223, HS-grad, White, Female,48, United-States
40,236021, Some-college, White, Male,50, United-States
34,103371, Assoc-voc, White, Female,40, United-States
19,199480, 10th, White, Male,25, United-States
53,152657, 10th, Black, Male,40, United-States
42,460214, Some-college, White, Male,40, United-States
38,91039, Masters, White, Male,65, United-States
41,197372, HS-grad, White, Male,60, United-States
64,267198, Prof-school, White, Male,16, United-States
30,111883, Some-college, White, Male,40, United-States
20,66917, 11th, White, Male,40, Mexico
19,292583, HS-grad, White, Female,30, United-States
20,391679, HS-grad, White, Male,60, United-States
35,475324, Bachelors, White, Male,45, United-States
33,218164, HS-grad, White, Male,40, United-States
43,101534, Some-college, White, Male,15, United-States
38,65706, Some-college, White, Female,38, United-States
50,156606, Some-college, White, Female,30, United-States
23,200967, HS-grad, White, Female,10, United-States
30,164493, Some-college, White, Female,10, United-States
33,547886, Bachelors, Black, Female,40, United-States
48,232145, HS-grad, White, Male,40, United-States
43,96421, Bachelors, White, Female,24, Outlying-US(Guam-USVI-etc)
33,554206, Some-college, Black, Male,40, Philippines
50,234143, Masters, Black, Male,45, United-States
23,380544, Some-college, White, Male,40, United-States
36,103886, Some-college, White, Male,50, United-States
50,54709, HS-grad, White, Female,46, United-States
26,276548, HS-grad, White, Female,20, United-States
55,176046, Masters, White, Female,40, United-States
37,114605, HS-grad, White, Male,40, United-States
43,323713, HS-grad, White, Male,40, United-States
38,261382, Some-college, White, Male,40, United-States
42,223548, 7th-8th, White, Male,30, Mexico
47,355978, Doctorate, White, Male,45, United-States
44,107218, Bachelors, Asian-Pac-Islander, Male,40, United-States
28,31717, HS-grad, White, Male,40, United-States
51,328947, Some-college, White, Female,40, United-States
51,148431, HS-grad, White, Male,40, United-States
49,121602, Bachelors, White, Male,40, United-States
62,244087, Doctorate, White, Male,50, United-States
31,83425, Some-college, White, Female,40, United-States
29,157308, 11th, Asian-Pac-Islander, Female,14, Philippines
23,57898, Some-college, White, Male,30, United-States
40,175304, Some-college, White, Female,40, United-States
66,102663, 7th-8th, White, Male,50, United-States
17,99175, 11th, White, Female,20, United-States
37,208358, Some-college, White, Male,40, United-States
69,361561, Prof-school, White, Male,3, United-States
23,215115, Bachelors, White, Female,40, United-States
38,207066, HS-grad, White, Male,42, United-States
37,160910, HS-grad, White, Male,40, United-States
38,64879, Some-college, White, Female,40, United-States
38,430035, 9th, White, Male,54, Mexico
37,74163, Bachelors, White, Female,40, United-States
37,98389, HS-grad, White, Male,50, United-States
23,386019, 9th, White, Male,70, United-States
17,112795, 10th, White, Female,15, United-States
48,332465, Bachelors, White, Male,35, United-States
17,38611, 11th, White, Female,23, United-States
55,368797, Masters, White, Male,60, United-States
35,24106, Some-college, White, Male,40, United-States
68,108683, Some-college, White, Female,12, United-States
35,241998, Bachelors, White, Male,45, United-States
53,312446, Bachelors, White, Male,60, United-States
43,69333, HS-grad, White, Male,48, United-States
36,172538, Masters, White, Male,40, United-States
24,275884, HS-grad, Black, Female,40, United-States
45,43479, Some-college, White, Male,48, United-States
34,199864, Some-college, White, Female,40, United-States
56,235197, HS-grad, White, Female,38, United-States
36,170376, HS-grad, White, Male,45, United-States
22,325179, Some-college, White, Male,50, United-States
19,351195, 9th, White, Male,35, El-Salvador
33,141841, HS-grad, Black, Male,36, United-States
48,207817, HS-grad, White, Female,32, Columbia
20,137974, Some-college, White, Female,30, United-States
64,161325, Assoc-acdm, White, Male,50, United-States
47,293623, 11th, White, Male,40, Dominican-Republic
20,37783, Some-college, White, Female,25, United-States
44,308027, Bachelors, Black, Female,40, United-States
45,149218, Bachelors, White, Male,77, United-States
45,374450, HS-grad, White, Female,40, United-States
45,61885, Masters, White, Male,37, United-States
27,291196, Bachelors, Black, Male,40, United-States
41,45366, HS-grad, White, Male,72, United-States
20,203027, HS-grad, White, Male,55, United-States
54,223752, Bachelors, White, Male,40, NA
17,132680, 10th, White, Female,10, United-States
50,155574, HS-grad, White, Male,40, United-States
31,193565, Masters, White, Male,40, United-States
49,123598, HS-grad, White, Male,30, United-States
44,456236, Masters, White, Male,40, United-States
49,163229, HS-grad, White, Male,50, United-States
28,419740, Bachelors, White, Male,52, United-States
43,118853, Some-college, White, Male,99, United-States
33,31449, Assoc-acdm, Amer-Indian-Eskimo, Female,40, United-States
35,204163, Some-college, Black, Female,55, United-States
17,177629, 11th, White, Female,20, United-States
25,186370, HS-grad, White, Male,40, United-States
41,188307, HS-grad, White, Female,40, United-States
30,55481, Masters, White, Male,45, Nicaragua
48,119471, Assoc-voc, Asian-Pac-Islander, Male,56, Philippines
61,167347, Some-college, White, Male,35, United-States
41,184378, HS-grad, White, Male,40, United-States
36,348960, HS-grad, White, Male,50, United-States
24,69640, Some-college, White, Male,40, United-States
27,297457, HS-grad, Black, Male,40, United-States
18,279593, 11th, White, Female,2, United-States
20,211968, Some-college, White, Female,15, United-States
18,194561, Some-college, White, Male,12, United-States
23,140414, HS-grad, White, Male,40, United-States
43,24763, Masters, White, Male,45, United-States
38,462832, Some-college, Black, Female,40, Trinadad&Tobago
36,48972, Some-college, White, Female,40, United-States
28,35032, Bachelors, White, Male,50, United-States
47,228583, Some-college, White, Male,40, NA
51,392668, Doctorate, White, Male,84, United-States
35,108140, Bachelors, White, Male,40, United-States
38,112497, Bachelors, White, Male,60, United-States
47,142581, Some-college, Black, Male,40, United-States
26,147982, 11th, White, Female,40, United-States
31,440129, Some-college, White, Male,40, United-States
46,200734, Some-college, Black, Female,35, Trinadad&Tobago
49,31807, Some-college, White, Female,40, United-States
19,166153, HS-grad, White, Female,30, United-States
45,212954, Some-college, White, Male,50, United-States
46,52291, Bachelors, White, Male,45, United-States
70,303588, Some-college, White, Male,20, United-States
19,96176, Some-college, White, Female,20, United-States
46,184632, Assoc-voc, White, Male,50, United-States
20,137618, Some-college, White, Male,35, United-States
17,160029, 11th, White, Female,22, United-States
43,178780, Some-college, White, Male,49, United-States
19,39756, Some-college, White, Female,15, United-States
37,35309, HS-grad, White, Male,40, United-States
51,117253, HS-grad, White, Female,40, United-States
40,303212, Bachelors, White, Male,40, United-States
24,214542, Some-college, White, Male,60, Canada
31,342019, Assoc-acdm, White, Male,40, United-States
59,126668, Assoc-voc, White, Male,50, United-States
27,401508, HS-grad, Black, Female,40, United-States
40,25005, Bachelors, White, Male,99, United-States
30,85708, HS-grad, White, Male,40, United-States
28,115677, Assoc-acdm, White, Male,32, United-States
25,144259, HS-grad, Black, Male,50, United-States
22,197583, Bachelors, White, Female,20, United-States
21,142766, Some-college, White, Male,40, United-States
67,132626, Some-college, White, Male,6, United-States
35,185621, Bachelors, White, Female,60, United-States
54,29887, HS-grad, White, Male,56, United-States
36,117381, HS-grad, White, Male,40, United-States
29,211482, Bachelors, White, Male,40, United-States
32,90653, HS-grad, White, Female,40, United-States
55,209535, HS-grad, White, Male,40, United-States
56,187873, Masters, White, Female,40, United-States
19,174732, Some-college, Black, Male,25, United-States
36,297847, HS-grad, Black, Female,40, United-States
58,110213, HS-grad, White, Female,40, United-States
35,162601, HS-grad, White, Female,40, United-States
44,108438, 10th, Black, Female,40, United-States
40,132222, HS-grad, White, Male,40, United-States
18,174394, HS-grad, White, Female,20, United-States
71,322789, HS-grad, Amer-Indian-Eskimo, Male,35, United-States
51,72436, HS-grad, White, Male,57, United-States
27,60726, HS-grad, Black, Male,40, United-States
20,190273, 12th, White, Male,35, United-States
33,393376, 11th, White, Female,40, United-States
34,140571, Assoc-voc, Black, Female,40, United-States
28,584790, Assoc-voc, White, Male,40, United-States
23,197666, Some-college, White, Female,24, Greece
36,245090, Some-college, White, Male,50, El-Salvador
42,192569, Prof-school, White, Female,39, United-States
31,158291, Bachelors, White, Male,40, United-States
19,113915, HS-grad, Black, Male,10, United-States
38,287658, Masters, Black, Male,40, Jamaica
22,192455, HS-grad, White, Female,40, United-States
36,317040, Assoc-voc, Black, Female,54, United-States
36,218689, Masters, White, Male,50, United-States
17,116626, 11th, White, Male,18, United-States
30,48458, Some-college, Black, Female,40, United-States
35,241469, 9th, White, Male,30, United-States
32,167990, Masters, White, Male,40, United-States
42,261929, Bachelors, White, Male,40, United-States
54,425804, Some-college, White, Female,45, United-States
